SchemaName,TableName,ColumnName,OrdinalPosition,DataType,MaxLength,Precision,Scale,IsNullable,DefaultValue,IsIdentity,IsComputed,FKReferences,Notes
dbo,NhomChiaTien,UpdatedAt,10,DATETIME2,,,,,YES,,,NO,,
dbo,NhomChiaTienChiTiet,ChiTietID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,NhomChiaTienChiTiet,NhomChiaTienID,2,INT,,10,0,YES,,,NO,dbo.NhomChiaTien(NhomChiaTienID),FK
dbo,NhomChiaTienChiTiet,AccountID,3,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,NhomChiaTienChiTiet,DisplayName,4,NVARCHAR,100,,,YES,,,NO,,
dbo,NhomChiaTienChiTiet,ShareToken,5,CHAR,43,,,YES,,,NO,,UNIQUE
dbo,NhomChiaTienChiTiet,SoTien,6,DECIMAL,,18,2,YES,,,NO,,CHECK(SoTien>0)
dbo,NhomChiaTienChiTiet,TrangThai,7,NVARCHAR,50,,,YES,PENDING,,NO,,CHECK(PENDING|PROCESSING|PAID|CANCELLED|EXPIRED)
dbo,NhomChiaTienChiTiet,PaymentMethod,8,NVARCHAR,50,,,YES,,,NO,,
dbo,NhomChiaTienChiTiet,PaymentTransactionID,9,NVARCHAR,100,,,YES,,,NO,,
dbo,NhomChiaTienChiTiet,PayerAccountID,10,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,NhomChiaTienChiTiet,PaidAt,11,DATETIME2,,,,,YES,,,NO,,
dbo,NhomChiaTienChiTiet,ConfirmedByStaffID,12,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,NhomChiaTienChiTiet,CreatedAt,13,DATETIME2,,,,,YES,,,NO,,
dbo,NhomChiaTienChiTiet,UpdatedAt,14,DATETIME2,,,,,YES,,,NO,,
dbo,KhuyenMaiHinhAnh,HinhAnhID,1,INT,,10,0,NO,,YES,NO,,PK - inferred name
dbo,KhuyenMaiHinhAnh,KhuyenMaiID,2,INT,,10,0,YES,,,NO,dbo.KhuyenMai(KhuyenMaiID),FK
dbo,KhuyenMaiHinhAnh,HinhAnhUrl,3,NVARCHAR,500,,,YES,,,NO,,inferred column name
dbo,KhuyenMaiHinhAnh,SoThuTu,4,INT,,10,0,YES,,,NO,,inferred ordering column
dbo,LichSuKhuyenMai,LichSuKhuyenMaiID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,LichSuKhuyenMai,KhuyenMaiID,2,INT,,10,0,YES,,,NO,dbo.KhuyenMai(KhuyenMaiID),FK
dbo,LichSuKhuyenMai,AccountID,3,INT,,10,0,YES,,,NO,,FK references TaiKhoan (ANOMALY - old table name?)
dbo,LichSuKhuyenMai,ThoiGianSuDung,4,DATETIME2,,,,,YES,,,NO,,inferred
dbo,LichSuKhuyenMai,HoaDonID,5,INT,,10,0,YES,,,NO,,inferred reference
dbo,YeuCauNghi,YeuCauNghiID,1,INT,,10,0,NO,,YES,NO,,PK - confirmed via view SQL and Java model
dbo,YeuCauNghi,AccountID,2,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,YeuCauNghi,CoSoID,3,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK
dbo,YeuCauNghi,NgayNghi,4,DATE,,,,,YES,,,NO,,
dbo,YeuCauNghi,LoaiNghi,5,NVARCHAR,50,,,YES,,,NO,,FullDay|HalfDay_Morning|HalfDay_Afternoon
dbo,YeuCauNghi,LyDo,6,NVARCHAR,MAX,,,YES,,,NO,,
dbo,YeuCauNghi,MucDoKhanCap,7,BIT,,,,,YES,,,NO,,
dbo,YeuCauNghi,TrangThai,8,NVARCHAR,50,,,YES,ChoDuyet,,NO,,ChoDuyet|DaDuyet|TuChoi|DaHuy
dbo,YeuCauNghi,GhiChuQuanLy,9,NVARCHAR,MAX,,,YES,,,NO,,
dbo,YeuCauNghi,NgayXuLy,10,DATETIME,,,,,YES,,,NO,,
dbo,YeuCauNghi,XuLyBy,11,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,YeuCauNghi,NgayGui,12,DATETIME,,,,,YES,,,NO,,
dbo,YeuCauNghi,CreatedAt,13,DATETIME,,,,,YES,,,NO,,
dbo,YeuCauNghi,UpdatedAt,14,DATETIME,,,,,YES,,,NO,,
dbo,YeuCauNghi,IsDeleted,15,BIT,,,,,YES,0,,NO,,migration_soft_delete
dbo,YeuCauNghi,DeletedAt,16,DATETIME,,,,,YES,,,NO,,migration_soft_delete
dbo,YeuCauNghi,DeletedBy,17,INT,,10,0,YES,,,NO,,migration_soft_delete
dbo,CaLamViecAudit,AuditID,1,INT,,10,0,NO,,YES,NO,,PK - DDL fully inferred from Java model
dbo,CaLamViecAudit,CaLamViecID,2,INT,,10,0,YES,,,NO,dbo.CaLamViec(CaLamViecID),FK inferred
dbo,CaLamViecAudit,ChangedBy,3,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK inferred
dbo,CaLamViecAudit,ChangedAt,4,DATETIME2,,,,,YES,,,NO,,
dbo,CaLamViecAudit,Action,5,NVARCHAR,50,,,YES,,,NO,,
dbo,CaLamViecAudit,OldValue,6,NVARCHAR,MAX,,,YES,,,NO,,
dbo,CaLamViecAudit,NewValue,7,NVARCHAR,MAX,,,YES,,,NO,,
dbo,CaLamViecAvailability,AvailabilityID,1,INT,,10,0,NO,,YES,NO,,PK - DDL fully inferred from Java model
dbo,CaLamViecAvailability,AccountID,2,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK inferred
dbo,CaLamViecAvailability,CoSoID,3,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK inferred
dbo,CaLamViecAvailability,NgayLam,4,DATE,,,,,YES,,,NO,,
dbo,CaLamViecAvailability,IsAvailable,5,BIT,,,,,YES,,,NO,,
dbo,CaLamViecAvailability,GhiChu,6,NVARCHAR,500,,,YES,,,NO,,
dbo,CaLamViecSwapRequest,SwapRequestID,1,INT,,10,0,NO,,YES,NO,,PK - DDL fully inferred from Java model
dbo,CaLamViecSwapRequest,RequesterCaLamViecID,2,INT,,10,0,YES,,,NO,dbo.CaLamViec(CaLamViecID),FK inferred
dbo,CaLamViecSwapRequest,TargetCaLamViecID,3,INT,,10,0,YES,,,NO,dbo.CaLamViec(CaLamViecID),FK inferred
dbo,CaLamViecSwapRequest,RequestedByAccountID,4,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK inferred
dbo,CaLamViecSwapRequest,Status,5,NVARCHAR,30,,,YES,,,NO,,
dbo,CaLamViecSwapRequest,CreatedAt,6,DATETIME2,,,,,YES,,,NO,,
dbo,CaLamViecSwapRequest,RespondedAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,SoftHold,HoldID,1,INT,,10,0,NO,,YES,NO,,PK - DDL fully inferred from Java model
dbo,SoftHold,SanID,2,INT,,10,0,YES,,,NO,dbo.San(SanID),FK inferred
dbo,SoftHold,AccountID,3,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK inferred
dbo,SoftHold,NgayDat,4,DATE,,,,,YES,,,NO,,
dbo,SoftHold,GioBatDau,5,TIME,,,,,YES,,,NO,,
dbo,SoftHold,GioKetThuc,6,TIME,,,,,YES,,,NO,,
dbo,SoftHold,ExpiresAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,SoftHold,SessionToken,8,VARCHAR,64,,,YES,,,NO,,
dbo,SoftHold,CreatedAt,9,DATETIME2,,,,,YES,,,NO,,
